Nquest,Weight,City,State,Region,Age Group,Education Level,Socioeconomic Class,Income Group,Internet Access,Ethnicity,Marital Status,Sexual Orientation,Religion,Gender,Children,P1 Count,P1 Count Label
200649302,1.795120196,São Paulo,São Paulo,Sudeste,60 +,Higher Education,A,"From R$ 28,241.00 to R$ 70,060.00",Almost always connected,White,Married,Heterosexual,Catholic,Woman,Children,8,Heavy user (14-8)
200649703,1.5193445,São Paulo,São Paulo,Sudeste,60 +,Elementary,C1,"Up to R$ 1,412.00",Always connected,Mixed,Married,Heterosexual,Afro-Brazilian,Woman,Children,1,Low user (3-1)
200649729,0.80944403,São Paulo,São Paulo,Sudeste,60 +,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Spiritist | Kardecist,Man,Children,4,Medium user (7-4)
200649836,1.132466712,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,5,Medium user (7-4)
200650152,1.275706499,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,C1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Separated,Heterosexual,Atheist / No religion,Man,No children,12,Heavy user (14-8)
200650858,1.70884031,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,White,Single,Heterosexual,Evangelical,Woman,Children,7,Medium user (7-4)
200651369,1.646999917,São Paulo,São Paulo,Sudeste,35 a 44,Elementary,B2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Married,Heterosexual,Evangelical,Woman,Children,1,Low user (3-1)
200651370,0.8889452,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,D/E,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Black,Married,Heterosexual,Catholic,Woman,Children,0,No user (0)
200651413,1.395132753,São Paulo,São Paulo,Sudeste,60 +,Secondary,A,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,White,Married,Heterosexual,Catholic,Woman,Children,2,Low user (3-1)
200651877,1.192630199,São Paulo,São Paulo,Sudeste,60 +,Elementary,C2,"Up to R$ 1,412.00",Always connected,Black,Separated,Other,Catholic,Woman,Children,0,No user (0)
200652032,1.132466712,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,D/E,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,7,Medium user (7-4)
200652987,1.532215398,São Paulo,São Paulo,Sudeste,16 a 24,Higher Education,A,"From R$ 14,121.00 to R$ 28,240.00",Always connected,Mixed,Single,LGBTQIAPN+,Atheist / No religion,Man,No children,5,Medium user (7-4)
200653768,3.189389265,São Paulo,São Paulo,Sudeste,45 a 59,Elementary,C1,Don’t know,Always connected,White,Married,Other,Catholic,Woman,Children,2,Low user (3-1)
200654819,1.457147258,São Paulo,São Paulo,Sudeste,25 a 34,Higher Education,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Catholic,Woman,No children,2,Low user (3-1)
200655061,1.282963065,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Spiritist | Kardecist,Woman,No children,9,Heavy user (14-8)
200655524,1.124185515,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,D/E,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,1,Low user (3-1)
200655538,1.117827011,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,6,Medium user (7-4)
200656690,1.117827011,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Man,No children,3,Low user (3-1)
200658392,1.041513306,São Paulo,São Paulo,Sudeste,60 +,Higher Education,A,"From R$ 14,121.00 to R$ 28,240.00",Sometimes connected,Mixed,Married,Heterosexual,Atheist / No religion,Man,Children,5,Medium user (7-4)
200659274,1.452540873,São Paulo,São Paulo,Sudeste,45 a 59,Elementary,D/E,"Up to R$ 1,412.00",Always connected,Black,Single,Heterosexual,Catholic,Man,No children,1,Low user (3-1)
200666835,2.483163881,São Paulo,São Paulo,Sudeste,25 a 34,Higher Education,B1,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,White,Single,Heterosexual,Evangelical,Man,No children,3,Low user (3-1)
200699739,1.117827011,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,D/E,"Up to R$ 1,412.00",Never connected,Mixed,Single,Heterosexual,Evangelical,Man,Children,0,No user (0)
200699774,2.098186234,São Paulo,São Paulo,Sudeste,35 a 44,Elementary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,1,Low user (3-1)
200700545,2.479027293,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Married,Heterosexual,Evangelical,Woman,Children,5,Medium user (7-4)
200701384,1.784966819,São Paulo,São Paulo,Sudeste,60 +,Higher Education,B2,"From R$ 28,241.00 to R$ 70,060.00",Always connected,White,Married,Heterosexual,Catholic,Man,Children,2,Low user (3-1)
200701972,1.69917494,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,White,Married,Heterosexual,Evangelical,Man,Children,4,Medium user (7-4)
200702853,0.877453567,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Single,LGBTQIAPN+,Afro-Brazilian,Man,No children,8,Heavy user (14-8)
200702876,2.198768357,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Sometimes connected,White,Married,Heterosexual,Undefined,Woman,Children,5,Medium user (7-4)
200703238,0.99709412,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Separated,Heterosexual,Spiritist | Kardecist,Woman,Children,8,Heavy user (14-8)
200703908,1.126061368,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Atheist / No religion,Man,Children,3,Low user (3-1)
200703909,0.8889452,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Married,Heterosexual,Evangelical,Woman,Children,5,Medium user (7-4)
200703988,1.5193445,São Paulo,São Paulo,Sudeste,60 +,Elementary,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,Children,1,Low user (3-1)
200704449,1.784966819,São Paulo,São Paulo,Sudeste,60 +,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Widowed,Heterosexual,Catholic,Man,Children,1,Low user (3-1)
200704636,1.275706499,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Sometimes connected,Mixed,Married,Heterosexual,Catholic,Man,Children,4,Medium user (7-4)
200704985,2.101687337,São Paulo,São Paulo,Sudeste,25 a 34,Elementary,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,1,Low user (3-1)
200705368,0.99709412,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Other,Catholic,Woman,Children,5,Medium user (7-4)
200705432,1.926652143,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Single,Heterosexual,Evangelical,Woman,Children,2,Low user (3-1)
200705897,2.479027293,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Married,Heterosexual,Undefined,Woman,Children,5,Medium user (7-4)
200705957,1.860982132,São Paulo,São Paulo,Sudeste,45 a 59,Elementary,D/E,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,3,Low user (3-1)
200705958,1.446491825,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,B2,"From R$ 14,121.00 to R$ 28,240.00",Always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,9,Heavy user (14-8)
200705997,0.991454457,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,7,Medium user (7-4)
200706121,1.132466712,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Married,LGBTQIAPN+,Catholic,Woman,Children,4,Medium user (7-4)
200706463,1.5193445,São Paulo,São Paulo,Sudeste,60 +,Elementary,B2,Don’t know,Sometimes connected,Mixed,Widowed,Other,Evangelical,Woman,Children,0,No user (0)
200707413,1.132466712,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,2,Low user (3-1)
200707514,2.0408315,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,B1,"From R$ 7,061.00 to R$ 14,120.00",Always connected,White,Single,Heterosexual,Afro-Brazilian,Man,Children,5,Medium user (7-4)
200707548,1.69917494,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,B2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Married,Heterosexual,Evangelical,Man,Children,0,No user (0)
200707623,1.124185515,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Spiritist | Kardecist,Woman,Children,2,Low user (3-1)
200707659,1.69917494,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C1,"Up to R$ 1,412.00",Always connected,White,Single,Heterosexual,Atheist / No religion,Man,No children,1,Low user (3-1)
200708168,2.113642307,São Paulo,São Paulo,Sudeste,25 a 34,Elementary,D/E,"Up to R$ 1,412.00",Always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,6,Medium user (7-4)
200708314,0.991454457,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Man,No children,3,Low user (3-1)
200708355,1.132466712,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,B2,"Up to R$ 1,412.00",Always connected,Mixed,Separated,Heterosexual,Evangelical,Woman,Children,8,Heavy user (14-8)
200708761,1.126061368,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,A,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Man,Children,8,Heavy user (14-8)
200708987,2.186331906,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Married,Heterosexual,Catholic,Man,Children,6,Medium user (7-4)
200708988,0.877453567,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Black,Married,Heterosexual,Catholic,Man,Children,3,Low user (3-1)
200708989,0.782682637,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Black,Married,Heterosexual,Evangelical,Woman,Children,6,Medium user (7-4)
200708990,1.448905489,São Paulo,São Paulo,Sudeste,25 a 34,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Mixed,Single,LGBTQIAPN+,Atheist / No religion,Man,No children,12,Heavy user (14-8)
200708994,2.0408315,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,C1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Single,Heterosexual,Catholic,Man,No children,4,Medium user (7-4)
200709311,0.782682637,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Widowed,Heterosexual,Evangelical,Woman,Children,1,Low user (3-1)
200709330,2.497288793,São Paulo,São Paulo,Sudeste,25 a 34,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,White,Single,Heterosexual,Atheist / No religion,Woman,No children,10,Heavy user (14-8)
200709331,2.198768357,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,B2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Separated,Heterosexual,Spiritist | Kardecist,Woman,Children,2,Low user (3-1)
200709332,2.186331906,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,White,Single,LGBTQIAPN+,Catholic,Man,No children,2,Low user (3-1)
200709550,1.209574861,São Paulo,São Paulo,Sudeste,16 a 24,Higher Education,B2,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Black,Single,Heterosexual,Atheist / No religion,Woman,No children,8,Heavy user (14-8)
200710176,1.860982132,São Paulo,São Paulo,Sudeste,45 a 59,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Separated,Heterosexual,Evangelical,Woman,Children,2,Low user (3-1)
200710577,2.0408315,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,B2,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,White,Single,Heterosexual,Undefined,Man,No children,6,Medium user (7-4)
200710587,3.809019508,São Paulo,São Paulo,Sudeste,16 a 24,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,White,Single,Other,Catholic,Man,No children,0,No user (0)
200711067,0.991454457,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,B1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Undefined,Man,Children,5,Medium user (7-4)
200711210,1.795120196,São Paulo,São Paulo,Sudeste,60 +,Higher Education,A,"From R$ 14,121.00 to R$ 28,240.00",Always connected,White,Married,Heterosexual,Atheist / No religion,Woman,Children,9,Heavy user (14-8)
200711221,1.940844628,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,C1,"Up to R$ 1,412.00",Always connected,White,Single,Heterosexual,Catholic,Woman,Children,7,Medium user (7-4)
200711700,1.190808221,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,C1,Don’t know,Always connected,Mixed,Single,Heterosexual,Catholic,Man,No children,2,Low user (3-1)
200711759,1.795120196,São Paulo,São Paulo,Sudeste,60 +,Higher Education,B1,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,White,Married,Heterosexual,Spiritist | Kardecist,Woman,Children,5,Medium user (7-4)
200712005,2.0408315,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Single,Heterosexual,Catholic,Man,No children,9,Heavy user (14-8)
200712250,2.640879181,São Paulo,São Paulo,Sudeste,16 a 24,Higher Education,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Single,LGBTQIAPN+,Undefined,Woman,No children,9,Heavy user (14-8)
200712905,1.124185515,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Spiritist | Kardecist,Woman,Children,4,Medium user (7-4)
200713389,2.186331906,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,B1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Married,Heterosexual,Evangelical,Man,Children,9,Heavy user (14-8)
200713745,1.132466712,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Married,Heterosexual,Undefined,Woman,Children,5,Medium user (7-4)
200714480,1.929867019,São Paulo,São Paulo,Sudeste,25 a 34,Secondary,C1,Refused to answer,Always connected,White,Single,Heterosexual,Catholic,Man,No children,7,Medium user (7-4)
200714512,3.809019508,São Paulo,São Paulo,Sudeste,16 a 24,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Single,Heterosexual,Atheist / No religion,Man,No children,5,Medium user (7-4)
200715137,1.192630199,São Paulo,São Paulo,Sudeste,60 +,Elementary,D/E,Don’t know,Never connected,Black,Single,Other,Catholic,Woman,Children,1,Low user (3-1)
200715285,2.483163881,São Paulo,São Paulo,Sudeste,25 a 34,Higher Education,C1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,White,Married,Heterosexual,Catholic,Man,No children,4,Medium user (7-4)
200715304,1.446491825,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,B2,"From R$ 14,121.00 to R$ 28,240.00",Almost always connected,Mixed,Single,LGBTQIAPN+,Atheist / No religion,Woman,No children,4,Medium user (7-4)
200717037,0.934741163,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,D/E,"Up to R$ 1,412.00",Always connected,Black,Single,Heterosexual,Catholic,Man,Children,6,Medium user (7-4)
200717114,1.117827011,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,B1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,4,Medium user (7-4)
200718195,1.795120196,São Paulo,São Paulo,Sudeste,60 +,Higher Education,C1,Refused to answer,Sometimes connected,White,Single,Heterosexual,Catholic,Woman,No children,12,Heavy user (14-8)
200718891,2.198768357,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,B1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Married,Heterosexual,Catholic,Woman,Children,2,Low user (3-1)
200719395,0.814048368,São Paulo,São Paulo,Sudeste,60 +,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Never connected,Mixed,Married,Other,Spiritist | Kardecist,Woman,Children,1,Low user (3-1)
200719397,1.795120196,São Paulo,São Paulo,Sudeste,60 +,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Never connected,White,Widowed,Heterosexual,Catholic,Woman,Children,8,Heavy user (14-8)
200719398,1.197581862,São Paulo,São Paulo,Sudeste,16 a 24,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Atheist / No religion,Woman,No children,8,Heavy user (14-8)
200719399,1.387241745,São Paulo,São Paulo,Sudeste,60 +,Secondary,C1,"From R$ 7,061.00 to R$ 14,120.00",Sometimes connected,White,Married,Heterosexual,Spiritist | Kardecist,Man,Children,3,Low user (3-1)
200719400,1.860982132,São Paulo,São Paulo,Sudeste,45 a 59,Elementary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Single,Other,Catholic,Woman,Children,2,Low user (3-1)
200719812,0.991454457,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,0,No user (0)
200720507,1.460803321,São Paulo,São Paulo,Sudeste,45 a 59,Elementary,C2,"Up to R$ 1,412.00",Always connected,Black,Single,Heterosexual,Undefined,Woman,Children,2,Low user (3-1)
200720539,2.479027293,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,C1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Single,Heterosexual,Afro-Brazilian,Woman,No children,8,Heavy user (14-8)
200720778,1.850456233,São Paulo,São Paulo,Sudeste,45 a 59,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,1,Low user (3-1)
200721368,1.124185515,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,C1,"Up to R$ 1,412.00",Almost always connected,Mixed,Single,Heterosexual,Evangelical,Woman,Children,2,Low user (3-1)
200721784,0.782682637,São Paulo,São Paulo,Sudeste,45 a 59,Secondary,C1,"Up to R$ 1,412.00",Always connected,Black,Single,Heterosexual,Evangelical,Woman,Children,0,No user (0)
200721837,1.275706499,São Paulo,São Paulo,Sudeste,45 a 59,Higher Education,C1,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,Mixed,Married,Heterosexual,Atheist / No religion,Man,No children,7,Medium user (7-4)
200722073,1.117827011,São Paulo,São Paulo,Sudeste,35 a 44,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,No children,3,Low user (3-1)
200722100,1.510750937,São Paulo,São Paulo,Sudeste,60 +,Elementary,C1,"From R$ 2,825.00 to R$ 4,236.00",Never connected,Mixed,Married,Heterosexual,Catholic,Man,Children,2,Low user (3-1)
200722367,1.446491825,São Paulo,São Paulo,Sudeste,35 a 44,Higher Education,A,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Separated,LGBTQIAPN+,Afro-Brazilian,Woman,No children,11,Heavy user (14-8)
